FW_Default	FW_LBM	FW_QBM	FW_NM	Direct	interior-point-convex	active-set
0	8.77717531312891e-05	0.00559208332163185	0.00559208332163186	9.82692289848299e-16	-1.06619092071252e-18	0.207979759230993
0.151756243756244	0.1517240136333	0.151222191345968	0.151222191345968	0.151429130338935	0.151611385085341	-0.370240582549989
0	8.77717531312891e-05	0.00559208332163185	0.00559208332163186	3.15072087057631e-16	2.55843380141008e-18	0.598783085423199
0	0	0	0	4.62025512404909e-16	6.55057266254333e-16	0.324092179288711
0	8.77717531312891e-05	0.00559208332163185	0.00559208332163186	5.50332679335463e-16	-2.95049324728444e-17	0.431791982987355
0	0	0	0	3.16970467073681e-16	9.01471568077313e-19	-0.150646889700221
0	0	0	0	6.33779160698525e-16	-1.31792482976275e-16	-0.489687344962807
0	0	0	0	4.30100881649899e-16	2.13977664664435e-17	-0.057609826246657
0	0	0	0	4.29858706105507e-16	-6.44436872765624e-20	0.114273020494753
0.00577022977022977	0.00984249362452902	0.00610565667174505	0.00610565667174497	0.00633439143472208	0.00630561745796046	1.00120657689437
0	0	0	0	3.99016565842655e-16	-3.0545308411318e-19	-0.579121347290077
0	0	0	0	2.12077435344533e-15	3.35948430977936e-17	3.3912758236861
0	0	0	0	4.15724984709687e-16	4.28257976323053e-20	-1.02154443346867
0	0	0	0	8.93006884940861e-16	3.89904181606031e-19	1.54084635209371
0	0	0	0	3.31873105179183e-14	-1.22961103450585e-17	0.920438624525858
0	0	0	0	3.50677139079368e-15	-5.93349381795051e-18	0.503962223407723
0	0	0	0	4.1922543170635e-16	-1.02739352292089e-18	-1.09459198973868
0	0	0	0	3.86545808233047e-16	8.39743584893312e-17	-0.352902361243738
0	0	0	0	3.91469668746898e-16	6.61752963805556e-18	-0.823495234279398
0	0	0	0	3.52936338417083e-16	7.19553186905262e-19	-0.370694876950281
0	0	0	0	7.60188864049038e-16	7.45045228904789e-19	-0.479992092854077
0	0	0	0	1.21123084305271e-15	1.5898403188697e-17	1.16184043442388
0.00918081918081917	0.00648665594870028	0.00865710294227135	0.00865710294227138	0.00903565011477441	0.00910360507921342	0.0689667581394171
0	0	0	0	1.01727536203597e-14	6.11541942500079e-18	0.935531472956781
0	0	0	0	7.02401967533908e-16	-2.98045615796164e-18	-0.446356782561233
0	0	0	0	2.79145952157561e-16	9.24994893619998e-19	-0.852922902108622
0	0	0	0	7.69825920617464e-16	-1.69215710371349e-18	3.08613346859744
0	0	0	0	4.6193963035626e-15	4.35018376264014e-18	0.289916449901808
0	0	0	0	3.50412475131933e-15	1.08476073609893e-18	0.709095076005104
0	0	0	0	2.30074889552912e-16	-2.41482090203355e-18	-0.607279668975998
0	0	0	0	1.36277297683504e-15	1.71497058396197e-17	1.51399116449304
0.0225854145854146	0.0232008385591198	0.0232293513567831	0.0232293513567831	0.022921828311677	0.0229645622061217	-2.09005910367161
0	0	0	0	7.56400863259563e-16	-6.43839832654984e-19	0.668682022653312
0.0137522477522478	0.0167495220525101	0.0133820483500663	0.0133820483500663	0.0130576975219146	0.013010221083035	0.904716320730849
0.0388351648351648	0.038472520293438	0.0391359899661452	0.0391359899661452	0.0394588563766754	0.0395531760357387	1.2789367649126
0	0	0	0	4.27089666582277e-16	3.0857327522638e-18	0.19140309709236
0	0	0	0	2.71369571718706e-15	-6.03061907165037e-18	-2.5636424773347
0	0	0	0	2.96024308279993e-15	5.90080154256373e-18	1.90694131743207
0	0	0	0	4.39622916095335e-16	3.09808878791729e-18	-0.138578713568092
0	0	0	0	4.53700801995001e-15	2.52393521375578e-18	1.07285500091171
0	0	0	0	3.21338460171367e-16	-1.26459629993793e-18	0.19845918249797
0	0	0	0	3.12919853473894e-16	2.24810657492238e-18	1.10345467834461
0	0	0	0	6.26319020027682e-16	3.49065405745853e-19	-0.128895731950189
0	0	0	0	3.90581617706871e-16	-1.21527707433005e-18	-0.370967480800908
0	0	0	0	5.51103368464186e-16	-3.09768091208971e-18	0.923242601324162
0	0	0	0	2.03822947828936e-16	1.13019510503658e-17	-2.57178705538915
0.0244035964035964	0.0218791841548108	0.0230654683082469	0.0230654683082468	0.0234074924934457	0.0237345354541243	0.00996366452671586
0	0	0	0	0.00057513792591594	-5.18422241539855e-17	2.82761157932958
0	0	0	0	4.1281640721179e-16	-3.70770847535428e-18	-0.893747535414424
0	0	0	0	2.68450677053865e-16	-3.74983910028639e-18	-2.75484947212116
0.0197282717282717	0.0187909618555523	0.0204634749716579	0.0204634749716579	0.0204248677931153	0.0204093880088898	-1.18885546734567
0	0	0	0	1.41514416473065e-15	9.28429555313836e-19	0.666620362835006
0.146571428571428	0.148892759884269	0.147277053573089	0.147277053573089	0.14720050285391	0.14690243721441	-0.195808760829631
0	0	0	0	1.05428624305917e-15	7.08846445626428e-18	0.29484518964423
0.00456743256743257	0.00427744579707874	0.00362250405862028	0.00362250405862025	0.00378225881928566	-2.87787493128605e-18	-1.19382583980571
0	0	0	0	4.59016791605974e-16	-6.96233168269456e-18	-2.13262153423107
0	0	0	0	2.52851252800942e-16	-3.71239989868377e-18	-0.762168198884451
0.0607292707292707	0.0592928813475148	0.0604942861893085	0.0604942861893085	0.0611555726498871	0.0613860216075938	1.11363298084711
0	0	0	0	2.91851528862839e-16	-1.52863314361246e-17	-0.285375777353308
0	0	0	0	6.29359123076005e-16	-1.14637568351114e-18	0.724326745031491
0	0	0	0	1.53097471526404e-15	-1.33723999300439e-17	0.547930689198303
0.0340799200799201	0.0328438794916075	0.0329807198020664	0.0329807198020664	0.0336616843473017	0.0339297822417388	-1.6096921596088
0	0	0	0	2.20216298365769e-15	-2.21876244900942e-17	0.633802609598326
0	0	0	0	2.99030472858447e-16	2.63376145368875e-18	-0.245704874302977
0	0	0	0	5.98159846434539e-16	-2.90741899757449e-18	0.488300908259238
0	0	0	0	3.83084771162935e-16	7.5897060049387e-19	0.124053218405623
0	0	0	0	5.02320512476404e-16	2.15793739558215e-18	-1.46460716547401
0.0302797202797203	0.0315125861630011	0.0293701440484391	0.0293701440484391	0.0298627259115532	0.0302697303877874	2.30498713679267
0	0	0	0	6.43579566414682e-16	-2.02808172680851e-17	1.24262855026007
0	0	0	0	7.45455963615507e-16	8.09310935253605e-17	0.580302960685898
0	0	0	0	4.04774636853412e-16	5.95382243325468e-18	-1.50466283167047
0	0	0	0	9.8843274829747e-16	-6.53486795665569e-17	-0.133701647958684
0	0	0	0	3.58075044008304e-16	-3.48003485286617e-18	0.672452449137685
0	0	0	0	2.66118898483168e-15	-1.47175929614747e-17	-0.874147660515888
0	0	0	0	3.38906847922889e-16	8.14296145137938e-19	-1.08000540650169
0	0	0	0	1.26753272755036e-15	-2.71486208266786e-17	-0.301437354391931
0	0	0	0	4.05538048742973e-16	-1.70572828956583e-18	-0.212006650112599
0.0234325674325674	0.0224195569885508	0.0232387687836596	0.0232387687836596	0.0233109772727078	0.0231886719196163	-0.00904423618713295
0	0	0	0	3.13010802440713e-16	1.41272311061538e-16	-0.799273663244001
0	0	0	0	8.27519766408184e-16	1.00065700597788e-17	-0.136590403944789
0.00406393606393606	0.0045545212551672	0.00446532825387061	0.00446532825387062	0.00408850261561918	0.00394711455082939	2.08304928976894
0	0	0	0	3.36429125974891e-16	-8.84234862632605e-17	-0.855639538837415
0	0	0	0	3.59864315743495e-15	2.93616259764716e-17	0.467261316793157
0	0	0	0	4.5071484671185e-16	-1.30710840379798e-18	0.321872176621782
0	0	0	0	9.24496607138938e-16	1.18864900226673e-16	0.735037344074504
0	0	0	0	4.56361202615106e-16	-2.98858772146992e-18	1.02366498067093
0.0695264735264734	0.0668532762264362	0.0706755823279878	0.0706755823279877	0.0699135300524404	0.0697763564590643	-0.916803143981705
0	0	0	0	5.89161425022774e-16	3.75274617681529e-17	0.166165742629366
0	0	0	0	2.72324399376939e-16	4.79350082238176e-18	0.384047728277814
0	0	0	0	8.37838186166727e-16	4.22826877974565e-18	-1.40457907533238
0	0	0	0	1.53855325878338e-15	9.01364410357768e-17	-0.282397610016378
0	0	0	0	9.8372541203813e-16	-4.65181387881642e-18	-0.206762152466189
0	0	0	0	3.8817464858254e-16	5.87410098312957e-17	0.964137500620768
0	0	0	0	1.70020030990984e-15	4.78975991097853e-17	1.43600390598877
0	0	0	0	1.20929055956495e-14	-1.04683943258663e-17	-1.40651390012056
0	0	0	0	4.29839599057469e-15	1.34741128367024e-17	1.65964590953794
0	0	0	0	1.00629660101739e-15	1.7983022447154e-17	-0.80749660113288
0	0	0	0	2.80716949060751e-16	4.41786099150025e-18	-0.10336603092563
0	0	0	0	6.08608069290842e-16	7.8490028894947e-17	0.579905992680079
0	0	0	0	7.85607247571686e-16	1.57687469103008e-16	-2.68374970790433
0	0	0	0	9.5469089591277e-16	-1.40491353386854e-16	0.709368627937252
0	0	0	0	9.32825154369208e-16	8.8710078241548e-17	0.116446532402809
0	0	0	0	2.69087286866047e-16	9.70590813623458e-19	-0.363088176219683
0	0	0	0	3.56169117273086e-16	1.83239007083589e-17	-2.08056046775918
0	0	0	0	6.53382375292188e-16	6.10018918754788e-17	-0.738640748918717
0	0	0	0	1.25398394771945e-15	-3.84913549932623e-18	1.10410106772209
0.0205434565434566	0.0239757827281205	0.0204332391182461	0.0204332391182459	0.0215736505134899	0.0216295927366906	1.03210103254962
0	0	0	0	1.34577241409374e-15	9.17836727893303e-17	2.78968890615733
0.0533066933066933	0.055713186229611	0.0531090961720298	0.0531090961720299	0.0531115645457144	0.0534347947479704	1.01859193658498
0	0	0	0	5.75122786799119e-16	-4.62399555720609e-17	-0.473236164748018
0	0	0	0	3.3462794458956e-16	-3.19709461466384e-17	-3.64476413475558
0	0	0	0	5.60696933858899e-16	6.20225940300847e-18	-0.937490529065163
0	0	0	0	3.1902721216995e-16	8.41086355785734e-19	-0.956970696332478
0	0	0	0	9.28579848877544e-16	-3.24737758991309e-17	0.869690135105618
0	0	0	0	6.5542386725966e-15	3.24483767693934e-18	0.210622372458699
0	0	0	0	4.09695152773275e-16	1.69984448134333e-17	0.340660332760257
0	0	0	0	4.02307252571296e-16	-7.1505388095951e-17	-0.879860658881541
0	0	0	0	3.0549925377544e-16	-2.34081382872189e-17	-1.83608811269524
0	0	0	0	2.1438032187384e-15	3.97499643690797e-17	1.34951884471926
0	0	0	0	8.30589109448869e-16	-4.85811353118898e-18	-0.946240652483882
0	0	0	0	5.84900085266229e-16	-1.10596821603022e-17	-1.02973090629279
0	0	0	0	2.71515288678736e-16	-3.20745605440904e-17	-0.318046053354762
0	0	0	0	5.73598092193479e-14	1.10539688813217e-20	2.20018607352753
0.0309610389610389	0.0319790846024567	0.0299162975770621	0.0299162975770622	0.0312852523520427	0.0313686656117585	1.87433937155912
0	0	0	0	1.13477848502634e-15	2.18454115837284e-17	1.04107200261034
0	0	0	0	6.59905739801633e-16	-6.33686427530762e-18	-0.472979762785188
0	0	0	0	2.45733429736551e-16	-1.15335129350184e-18	-0.923821264379715
0	0	0	0	3.07561366427649e-16	-1.36065945504468e-17	-1.51541585577941
0	0	0	0	4.27586837863172e-16	-1.17984021510171e-17	0.905272130529888
0	0	0	0	5.61423905225113e-16	2.14895476711654e-17	-0.631123036290433
0.086983016983017	0.087970658571315	0.0872158949517482	0.0872158949517482	0.087516889202158	0.0879586626652672	0.64200156670453
0	0	0	0	5.98118978635626e-16	-8.88575981613588e-18	-3.07727636630638
0	0	0	0	1.15392094602049e-15	-2.15084656488636e-17	0.718218131289302
0	0	0	0	1.65931856160319e-15	4.93994937710193e-18	-0.234817921618772
0	0	0	0	1.69594697767445e-15	-1.44937293422922e-17	-1.19597527051602
0	0	0	0	3.97010383507741e-16	8.94674002243219e-18	0.00879312351503369
0	0	0	0	2.536878155779e-15	2.12140134804679e-17	0.466127107248044
0	0	0	0	2.74532360303855e-14	1.80022890405093e-17	-0.348279750463037
0	0	0	0	3.10299494205767e-16	7.11541684455918e-17	0.291880716542162
0	1.99076008141048e-05	0.00111250921918927	0.00111250921918926	0.000582343435558347	3.52399063820967e-17	0.122847254417783
0	0	0	0	2.80208311094431e-16	1.48182789683772e-17	-0.34138018431468
0	0	0	0	4.22554159296617e-16	1.58411868760905e-17	-0.776012492966435
0	0	0	0	3.49188670497305e-16	3.87233608371662e-17	1.27709982101187
0	0	0	0	3.80036449928186e-16	-7.94660570879719e-18	-0.993809296386542
0	0	0	0	3.4415881474562e-13	-9.13168666247199e-17	1.15014356835376
0	0	0	0	1.18980517198259e-15	5.55757533815141e-18	0.0102335446867861
0	0	0	0	9.1463042795111e-16	-1.88694573725668e-17	-0.547191884754197
0.0279640359640359	0.0304136981173835	0.0278193063965519	0.0278193063965518	0.0286963434780527	0.0287718084807975	0.77120529750799
0	0	0	0	2.99556143062106e-16	-5.34908983440024e-19	-0.43105000051876
0	0	0	0	2.18770450613423e-15	4.70826113637212e-18	0.647444554414054
0	0	0	0	7.03813163758479e-16	7.00973008134004e-17	0.487483587758469
0	0	0	0	1.1280722260058e-15	-4.4595507594538e-17	0.603970122870414
0	0	0	0	8.14833383917627e-16	-1.819859089795e-17	1.00267391084663
0	0	0	0	4.56596270911125e-16	1.67759587372156e-18	-0.338964867424698
0.00824175824175824	0.012054503420641	0.00876173366733598	0.00876173366733598	0.00853120508790604	0.0088200952641519	-0.559566364364192
0.0254325674325674	0.0257927769714675	0.0268289724128792	0.0268289724128792	0.0259654065428321	0.0257755551233621	0.425202026550223
0	0	0	0	4.18753434216048e-16	6.0130780665511e-18	0.345033016607007
0	0	0	0	1.80662773234941e-15	-1.41919156677096e-18	0.816393225194388
0	0	0	0	3.68848469458823e-16	4.37815202071771e-18	-1.80821566671556
0	0	0	0	7.38408665616168e-16	-4.38664868025947e-17	-0.449725218567284
0	0	0	0	3.5943004281699e-16	-6.90336481212183e-17	-0.644346094892879
