FW_Default	FW_LBM	FW_QBM	FW_NM	Direct	interior-point-convex	active-set
0	1.76229572748698e-05	0.00140929784785356	0.00140929784785361	3.64158617567167e-15	7.3682609913444e-18	NaN
0	1.76229572748698e-05	0.00140929784785356	0.00140929784785361	1.42933610450227e-15	-4.11342997147438e-18	NaN
0	1.76229572748698e-05	0.00140929784785356	0.00140929784785361	8.47335449409971e-16	-2.94431875009742e-17	NaN
0	1.76229572748698e-05	0.00140929784785356	0.00140929784785361	1.30263769877629e-15	2.45622796258548e-18	NaN
0	0	0	0	1.51893890492753e-15	-1.04201985144552e-16	NaN
0	0	0	0	7.56394841397042e-16	1.62782548175039e-16	NaN
0	0	0	0	1.01267217727279e-15	-8.79033424387108e-16	NaN
0.0984924166742349	0.0981527093203251	0.0972712419001413	0.0972712419001413	0.0964846237992791	-2.34975367129903e-16	NaN
0	0	0	0	2.29424545011447e-15	3.30081380357439e-16	NaN
0	0	0	0	1.26677377406089e-15	8.68126449976366e-16	NaN
0	1.76229572748698e-05	0.00140929784785356	0.00140929784785361	2.11314116412197e-15	1.23557807359905e-16	NaN
0	0	0	0	4.39195090118309e-15	-1.80225088214076e-15	NaN
0	0	0	0	9.76189643411759e-16	-8.48816623345977e-17	NaN
0	0	0	0	1.45670318747904e-15	1.47382729723332e-18	NaN
0	0	0	0	3.55172359318449e-15	1.13182782262839e-19	NaN
0	0	0	0	3.55579910815823e-15	-1.26739196445898e-18	NaN
0.0460902733630006	0.0506773791336245	0.046633396235059	0.046633396235059	0.0459031987282316	3.08533227091919e-17	NaN
0	0	0	0	1.11420861822763e-15	2.17935741663108e-31	NaN
0	0	0	0	1.69513740284819e-15	-3.0332668035762e-21	NaN
0	1.76229572748698e-05	0.00140929784785356	0.00140929784785361	3.250266858875e-15	3.88465031318754e-16	NaN
0	0	0	0	2.48290591147325e-15	-1.8321561720497e-19	NaN
0	0	0	0	7.30326892850097e-15	1.75188666374499e-20	NaN
0	0	0	0	7.19690167784281e-15	-6.99099908532176e-20	NaN
0	0	0	0	1.00430337748332e-15	8.8914016100021e-17	NaN
0	0	0	0	3.00272608265282e-15	1.22269187678019e-20	NaN
0	0	0	0	4.49923966259893e-15	2.2859891669402e-20	NaN
0	0	0	0	3.43546539669189e-15	1.3387548957105e-19	NaN
0	0	0	0	7.59768055268581e-15	1.78795756551412e-18	NaN
0.778706142342506	0.780731967877782	0.77916776206452	0.77916776206452	0.779656615377664	0.790218042143757	NaN
0	0	0	0	8.54454711345235e-16	1.70951873403552e-18	NaN
0.116701480337844	0.113075172780553	0.11354828307909	0.113548283079091	0.114509919519074	0.110523859171347	NaN
0	0	0	0	6.65589289446605e-15	2.97262165974928e-19	NaN
0	0	0	0	7.6021811977636e-16	-1.3092154625297e-18	NaN
0	0	0	0	1.97619979854083e-14	-7.68488535102445e-18	NaN
0	0	0	0	1.55031020204832e-15	-9.72678181045337e-20	NaN
0	0	0	0	1.71430896538839e-15	-3.29694978463996e-19	NaN
0	0	0	0	1.14491035913318e-15	5.01207945441822e-18	NaN
0	0	0	0	6.33495883404903e-15	9.48069250816653e-18	NaN
0	0	0	0	6.04942940665096e-15	-4.6530439368469e-18	NaN
0	0	0	0	2.56506643557053e-15	-2.29115015511303e-18	NaN
0	0	0	0	9.24541263509901e-16	-1.39354240899807e-18	NaN
0	0	0	0	7.96601849590757e-16	3.80447443749806e-19	NaN
0	0	0	0	2.03868422951233e-15	1.42241892152483e-18	NaN
0	0	0	0	1.72275470233013e-15	7.10277272896013e-19	NaN
0	0	0	0	7.98280366167349e-16	6.3187394193659e-19	NaN
0	0	0	0	4.05142976226233e-15	4.35289544591121e-18	NaN
0	0	0	0	1.08992451396672e-15	-4.65945284590827e-19	NaN
0.0850664487028124	0.0852115379083929	0.0858238474476311	0.0858238474476312	0.0867336752545268	-1.02137855595011e-18	NaN
0	0	0	0	7.4610932574852e-16	2.84429296300668e-19	NaN
0	0	0	0	3.64904478277344e-15	3.3201758117423e-18	NaN
0	0	0	0	2.5942657388866e-15	1.70202340215933e-18	NaN
0	0	0	0	1.5533426427894e-15	-1.79441368862182e-18	NaN
0	0	0	0	1.37150517189671e-15	-3.63657298176701e-18	NaN
0	0	0	0	1.47655331461967e-14	3.91412125352124e-18	NaN
0	0	0	0	1.7390764329247e-15	2.47737496976442e-18	NaN
0.111267520358429	0.113322899322671	0.113865609992338	0.113865609992338	0.114327053190497	-4.7772708705777e-19	NaN
0	1.76229572748698e-05	0.00140929784785356	0.00140929784785361	1.15706014231982e-15	-5.41498781783088e-17	NaN
0	0	0	0	9.1270919783334e-16	-1.93084010247433e-17	NaN
0	0	0	0	1.70601812091896e-15	3.39085901783358e-18	NaN
0	0	0	0	7.05782657021977e-16	-1.19295288178262e-16	NaN
0	0	0	0	1.79623349397473e-15	2.4308875548545e-17	NaN
0	0	0	0	9.59105979934993e-16	-2.25099871048577e-17	NaN
0	0	0	0	1.03590994036404e-15	9.07069567789041e-18	NaN
0	1.76229572748698e-05	0.00140929784785356	0.00140929784785361	1.13319898883687e-14	8.05444261787581e-18	NaN
0	0	0	0	9.87372995766545e-16	-2.73052848771556e-16	NaN
0	0	0	0	7.06430922557427e-16	1.85473036968702e-16	NaN
0	0	0	0	9.66021779383035e-15	-9.07822368635936e-18	NaN
0	0	0	0	7.78205909099913e-16	1.34227148699239e-17	NaN
0	0	0	0	8.21214669212185e-16	-1.76132323252329e-18	NaN
0	0	0	0	8.62381210523732e-16	-4.60992651061055e-18	NaN
