FW_Default	FW_LBM	FW_QBM	FW_NM	Direct	interior-point-convex	active-set
0	0.0010433349609375	0	0	8.69722241770563e-14	0	NaN
0	0.0010433349609375	0	0	4.35217233641223e-14	-6.18375145767816e-17	NaN
0	0	0	0	3.91956406119033e-14	6.67993587660046e-17	NaN
0.678571428571429	0.588953125	0.571119346036351	0.571119346036351	0.573352939018695	0.573352942475229	NaN
0	0.0010433349609375	0	0	9.96387039380146e-14	-2.04812699824046e-17	NaN
0	0	0	0	4.45450095675862e-14	-3.37172098843158e-18	NaN
0	0	0	0	2.17823330432992e-13	-1.51338623289807e-17	NaN
0	0	0	0	3.84437540988525e-14	2.20182788634117e-18	NaN
0	0	0	0	2.38571007136052e-13	5.8665344838226e-18	NaN
0	0	0	0	1.16055151571623e-13	-3.49985991753086e-18	NaN
0	0	0	0	9.08141647669268e-14	-1.69941350995899e-17	NaN
0	0	0	0	9.41830668072366e-14	-5.39462510731509e-17	NaN
0	0	0	0	5.12154194052806e-14	-2.43974502561423e-17	NaN
0	0	0	0	1.06500995717897e-13	8.86869778684455e-18	NaN
1	0.998956665039063	1	1	0.999999999998348	1	NaN
0.821428571428571	0.792496459960938	0.792717160032214	0.792717160032213	0.801118376474826	0.801118376131238	NaN
0	0	0	0	4.70823821900456e-13	1.97441099270746e-18	NaN
0	0	0	0	7.25011002170596e-13	1.14950600938071e-18	NaN
0	0	0	0	4.31751518762033e-14	6.8780354993291e-17	NaN
0	0	0	0	1.86282748678576e-13	1.01335229520398e-18	NaN
0	0	0	0	8.38963017880516e-14	-1.12789193757942e-17	NaN
0	0	0	0	4.32104273699596e-14	-2.69149475727208e-17	NaN
0	0	0	0	5.14318891001953e-14	8.59111172941505e-17	NaN
1	1	1	1	1	1	NaN
0	0	0	0	1.61925342700307e-13	6.84703961645215e-19	NaN
0	0	0	0	1.69156538975335e-13	-2.39546497743618e-18	NaN
0	0	0	0	3.61341762038824e-14	2.06295040978787e-17	NaN
0	0	0	0	1.74589058155559e-13	-8.32510967228223e-17	NaN
0	0.0010433349609375	0	0	4.3520015747206e-14	-1.33477171284214e-17	NaN
0	0	0	0	2.34278162614252e-13	3.66799024195909e-17	NaN
0	0	0	0	3.88389562719789e-14	-1.23886026636337e-18	NaN
0	0	0	0	1.56630980526142e-13	5.48350672278239e-18	NaN
0	0	0	0	3.49118377972823e-14	-3.06601301033951e-17	NaN
0	0	0	0	7.54209361918179e-13	-9.25095536535432e-18	NaN
1	0.998956665039063	1	1	0.999999999998176	1	NaN
0	0	0	0	1.36006917866483e-12	-1.2458827322997e-17	NaN
0	0	0	0	2.22821364267428e-13	-1.24704687757447e-17	NaN
0	0	0	0	4.97979022215002e-14	-3.21360890974327e-17	NaN
1	1	1	1	1	1	NaN
0	0	0	0	1.9760398545584e-12	-6.95472388965979e-18	NaN
0	0	0	0	4.03373389871152e-14	-2.4270102683583e-18	NaN
0.214285714285714	0.132503540039062	0.185305317929538	0.185305317929538	0.136733973957706	0.136733974411708	NaN
0	0	0	0	8.80236762225432e-14	8.84118564579687e-17	NaN
0	0	0	0	6.65281341342899e-14	-1.38683871034058e-17	NaN
0	0	0	0	8.47002029970218e-14	2.21696231967093e-16	NaN
0	0	0	0	1.25207446848559e-13	-1.1517626263546e-16	NaN
0	0	0	0	7.09139809514352e-14	3.37754680987056e-18	NaN
0	0	0	0	9.95273226533381e-13	8.89625422741412e-17	NaN
0	0	0	0	4.19735856849989e-13	1.84884296852137e-16	NaN
0	0	0	0	4.02158937103252e-14	4.79016368416876e-17	NaN
0	0	0	0	6.2167852608004e-14	-2.55349082457778e-17	NaN
0	0	0	0	3.45345487542126e-13	6.60074563246148e-18	NaN
0	0	0	0	6.8947020240687e-14	-1.73134760531166e-17	NaN
0	0	0	0	3.47041660474737e-14	6.95531186294613e-17	NaN
0	0	0	0	6.95396867890445e-14	7.53111139328083e-17	NaN
0	0	0	0	9.06240873111929e-14	-1.4778805695906e-17	NaN
0	0	0	0	4.69430934947915e-13	4.47868984798601e-17	NaN
0	0	0	0	9.86592274735531e-14	5.31220225528366e-17	NaN
0	0	0	0	3.69945991489288e-14	-2.70926048713186e-17	NaN
0	0	0	0	1.24694829564194e-13	0	NaN
0	0	0	0	6.5572540560027e-14	-9.58143278189351e-17	NaN
0	0	0	0	6.1717541737084e-14	7.48301328075239e-17	NaN
0	0	0	0	8.77532589323733e-14	6.30182994682964e-17	NaN
0	0	0	0	3.49285705769549e-14	-2.37665604871281e-17	NaN
0	0	0	0	9.13143368062529e-13	4.36641418798004e-18	NaN
0	0	0	0	8.84846134702014e-14	4.56733796878164e-17	NaN
0	0	0	0	8.57212388093391e-14	5.57479099971814e-17	NaN
0.321428571428571	0.410003540039062	0.428880653963649	0.428880653963649	0.426647052638771	0.426647057524771	NaN
0.178571428571429	0.207503540039062	0.207282839967786	0.207282839967787	0.19888162352466	0.198881623868763	NaN
0	0	0	0	4.6790525907792e-14	8.15652661376338e-18	NaN
0	0	0	0	8.3498345060709e-14	2.58641973416702e-18	NaN
0	0	0	0	3.52511270609789e-14	2.09879070206725e-17	NaN
0	0	0	0	9.13686348786186e-14	-3.02285952889389e-18	NaN
1	1	1	1	1	1	NaN
0	0	0	0	5.84730494574672e-13	-2.91551738635049e-19	NaN
0.785714285714286	0.866453125	0.814694682070462	0.814694682070462	0.863266026042001	0.86326602558829	NaN
0	0	0	0	5.7906917076624e-14	6.45563035251327e-17	NaN
0	0	0	0	5.2123290194547e-14	2.50035538104341e-17	NaN
0	0	0	0	3.92276693289094e-14	5.96360131918469e-18	NaN
0	0	0	0	3.87163823415383e-14	-3.838063831347e-18	NaN
0	0	0	0	7.15429865912804e-14	1.34634201925445e-16	NaN
1	1	1	1	1	1	NaN
0	0	0	0	7.8689909768129e-14	1.23439835365004e-16	NaN
0	0	0	0	1.15450267420646e-13	7.48338094480415e-17	NaN
0	0	0	0	4.24163215558623e-14	8.81270747457098e-19	NaN
0	0	0	0	4.36581775791223e-14	-1.65050064080902e-16	NaN
0	0	0	0	6.61197323020434e-14	-6.99270165927259e-17	NaN
0	0	0	0	4.59078702958875e-14	-1.74968638527051e-17	NaN
0	0	0	0	2.19998952773035e-13	5.70793617584507e-17	NaN
0	0	0	0	3.85174139574135e-14	1.89625244821557e-17	NaN
0	0	0	0	1.03453471116143e-13	1.09678652902073e-16	NaN
0	0	0	0	5.12803991941425e-14	-1.17335135473111e-17	NaN
0	0	0	0	5.63078138272731e-14	-1.27329603922097e-16	NaN
0	0	0	0	8.33041711489424e-09	-6.10646720134202e-18	NaN
0	0	0	0	1.1963513618979e-12	-2.073470955606e-17	NaN
0	0	0	0	4.00059879982694e-14	8.17229969322627e-17	NaN
0	0	0	0	3.34550533967004e-14	7.17598364240922e-17	NaN
0	0	0	0	5.77899484214469e-14	5.40862464738793e-17	NaN
0	0	0	0	6.24331662633927e-14	4.33432896570663e-17	NaN
0	0	0	0	9.6166178652212e-14	-2.41932710999755e-17	NaN
