FW_Default	FW_LBM	FW_QBM	FW_NM	Direct	interior-point-convex	active-set
0	0.0359987625193185	0.0375030480776969	0.0375030480776971	1.32699868751065e-16	1	-0.960238218037259
0	0.0359987625193185	0.0375030480776969	0.0375030480776971	1.15747807661625e-16	1	-1.50731874066315
0	0	0	0	3.12443987680221e-16	0	0.455742280568635
0	0	0	0	3.20051477762602e-16	0	1.96351173896955
0	0	0	0	8.53228054733038e-16	0	2.10082607180299
0	0	0	0	1.5947265158661e-16	0	-0.808302231324115
0	0	0	0	1.34136022055264e-16	0	-0.970864637047049
0	0	0	0	9.74701131442656e-17	0	0.412666652981179
0	0	0	0	1.22180272005289e-16	0	0.670170427800493
0	0	0	0	2.14738284902071e-16	0	-0.575416755533758
0	0	0	0	5.63658559852441e-16	0	0.806534808526186
0	0	0	0	2.01478778759213e-16	0	-0.192447118842705
0	0.0359987625193185	0.0375030480776969	0.0375030480776971	1.96687602418159e-16	1	-0.343865145570814
0	0	0	0	4.04988424696287e-16	0	0.285998261627201
0	0	0	0	9.38948629599263e-16	0	1.25878356682357
0	0	0	0	3.66750215391901e-16	0	1.64999581980622
0	0	0	0	2.75104991002805e-16	0	0.965733781751804
0	0	0	0	1.25279451964186e-16	0	-1.8666302684199
0	0	0	0	1.51655003438199e-15	0	0.213579560398534
0	0	0	0	1.81884499958703e-10	0	0.297691462125555
0	0	0	0	2.85134523591638e-16	0	-0.721700608553003
0	0	0	0	2.421946245241e-16	0	2.0014243141428
0	0	0	0	4.00586793979038e-16	0	0.31983613864038
0	0	0	0	1.72944233775932e-16	0	-0.0116352909658585
0	0	0	0	2.85683004040087e-16	0	-1.94883276009821
0	0	0	0	1.42467552539333e-16	0	-0.9167440687402
0	0	0	0	1.87975910546437e-16	0	0.58429369332646
0.0356435643564356	0.0399148842659802	0.0396261069092798	0.0396261069092797	0.0449928820595312	0	0.987259980522058
0	0	0	0	1.08700140720673e-16	0	-0.520944849736534
0	0	0	0	1.18581591165932e-16	0	1.01768356007913
0	0	0	0	3.00670364295537e-16	0	-2.27343207694524
0	0	0	0	1.22932316211956e-16	0	-1.61368334087547
0	0	0	0	1.07106891040057e-15	0	0.2852006048009
0	0	0	0	3.60451456940076e-16	0	-0.64191060727152
0	0	0	0	2.24533245626782e-16	0	-0.701184592279017
0	0	0	0	1.62415378095441e-16	0	-0.69752905033682
0	0	0	0	1.86765044624998e-16	0	0.567178722994514
0	0	0	0	1.41433183993174e-16	0	-0.714899305838143
0	0	0	0	1.25726102960042e-15	0	-0.0669939267329104
0	0	0	0	1.23268769187854e-16	0	-1.81192137648421
0	0	0	0	3.24452103703184e-16	0	1.45051685970009
0	0	0	0	1.08803752353706e-15	0	-3.06782379464747
0	0.00915184301242033	0.00951536132399192	0.00951536132399193	0.00438806059191143	0	0.364607286959048
0	0	0	0	3.01745503121359e-16	0	-0.969206047608105
0	0	0	0	1.7369917232295e-16	0	-3.00568345791838
0	0	0	0	3.39143479931453e-16	0	-1.68993516752954
0	0	0	0	2.64967159053815e-16	0	0.714359716007178
0	0	0	0	1.16943315434199e-16	0	-0.246472950600217
0	0	0	0	2.31847804587721e-16	0	-0.452389605900136
0	0	0	0	1.10108534686996e-16	0	-1.1464720174032
0	0	0	0	2.60970890690417e-16	0	0.568524129562731
0	0	0	0	1.45041046772963e-16	0	0.866983807191605
0.018019801980198	0.0351099041855082	0.0374720359737262	0.0374720359737263	0.0217615772440865	0	0.911684543422083
0	0	0	0	8.78505317305577e-17	0	-0.948061154614478
0	0	0	0	1.760067460007e-16	0	-1.88613336019667
0	0	0	0	3.43973474843556e-16	0	1.14806669236074
0	0	0	0	1.57248330945792e-16	0	-0.929266084531858
0	0	0	0	1.20882314775078e-16	0	-0.877804321992257
0	0	0	0	2.66705706588871e-16	0	-0.549636693609817
0	0	0	0	3.1028721293795e-16	0	1.49358226556211
0	0	0	0	2.95569811209217e-16	0	-0.254967287625118
0	0	0	0	5.38184269719919e-16	0	2.39052183873077
0.0136633663366337	0.00492505858129099	0.0066443782293383	0.00664437822933825	0.00858537992990377	0	-0.100895750986136
0	0	0	0	7.03163222137413e-16	0	0.645750010668172
0	0	0	0	1.44819835222053e-16	0	-0.106666995451409
0	0	0	0	2.34915489418425e-16	0	-0.48074196913003
0	0	0	0	1.01081649761167e-16	0	-0.682017687952886
0	0	0	0	4.28243755260518e-16	0	0.119996591152436
0.217425742574257	0.230359848703628	0.229579059403161	0.229579059403162	0.228841070367443	1	1.97130998758526
0	0	0	0	6.42562309535785e-16	0	-1.17886305536641
0	0	0	0	9.19481029278619e-16	0	-1.03036665260428
0	0	0	0	2.04596855986679e-15	0	-0.575716106473812
0	0	0	0	1.89420998622997e-16	0	-1.55965927629802
0	0	0	0	1.62891193676705e-16	0	-0.691791362430161
0.209108910891089	0.212563502997947	0.209507671838748	0.209507671838748	0.208939316136296	1	2.08112833857316
0.00831683168316832	0.0131127818592274	0.00644777435238165	0.00644777435238168	0.0116254466247806	0	0.921804237985274
0.00792079207920792	0.0121566388675317	0.00732064325300859	0.00732064325300863	0.00941540219053156	0	-0.288289366548878
0	0	0	0	1.62535911553712e-16	0	-0.656846664070217
0	0	0	0	1.01369843906743e-16	0	0.540054153554909
0	0	0	0	8.97321566540945e-16	0	1.81401996296997
0	0	0	0	1.42183668997903e-16	0	0.45866866158802
0	0	0	0	2.60228588645104e-16	0	0.861610429731719
0	0	0	0	1.22659527220733e-16	0	0.0432877130286614
0.0198019801980198	0.0183725337962675	0.0177143178484889	0.017714317848489	0.0203956127565176	0	1.07680591382087
0	0	0	0	1.90239629414898e-16	0	0.282609174903261
0.0376237623762376	0.0248655010997436	0.0277645034023811	0.0277645034023811	0.0262341493296113	0	2.56578265863446
0	0	0	0	3.22851542275362e-16	0	0.709632780376572
0	0	0	0	1.02716269455213e-16	0	-0.82235447014877
0	0	0	0	1.34462833573021e-16	0	0.0808683534981936
0	0	0	0	1.7425926127221e-16	0	-0.932562892131775
0	0	0	0	1.8962232957167e-16	0	-0.138437518918301
0	0	0	0	5.08498059584976e-16	0	-1.30464876077249
0	0	0	0	1.47420068413513e-15	0	-2.92657616828097
0	0	0	0	1.74080175425662e-16	0	-1.8220594837716
0	0	0	0	3.78652021623759e-16	0	1.74919437439439
0	0	0	0	5.05853413352931e-16	0	-0.368356791749647
0	0	0	0	1.34493701884908e-16	0	0.648724559543823
0	0	0	0	1.05483767118114e-16	0	-1.61399794522034
0	0	0	0	1.42036133315868e-16	0	0.173920107908954
0	0	0	0	4.63764330893097e-16	0	3.31265290488092
0	0	0	0	1.1513764866833e-16	0	1.26614239086534
0	0	0	0	8.93012113320708e-16	0	-0.405305196306914
0	0	0	0	2.74702446438955e-16	0	0.484350546171204
0	0	0	0	2.54914138888286e-16	0	-0.991101183938577
0	0	0	0	1.35900056386255e-16	0	1.16476837671148
0	0	0	0	2.04108865608337e-16	0	1.36943784423768
0	0	0	0	2.22533622393411e-16	0	-0.433687975495452
0	0	0	0	1.98088340135938e-16	0	-0.780721857286619
0	0	0	0	4.72604747648833e-16	0	0.193270391287245
0	0	0	0	1.96754296493272e-16	0	1.5002935122463
0	0	0	0	1.56253658670567e-16	0	-1.20937937205763
0	0	0	0	2.10622250553181e-16	0	0.0664206356443616
0	0	0	0	2.12355098799231e-16	0	2.31415015506304
0	0	0	0	1.40611849253438e-16	0	0.269418753945014
0	0	0	0	2.60494186592512e-16	0	1.12858963206271
0	0	0	0	3.33900699757055e-16	0	-0.254843569488823
0	0	0	0	4.79004917205256e-16	0	-0.0812381241417056
0	0	0	0	1.51752231462447e-16	0	0.548490680042418
0	0	0	0	1.73017327847475e-16	0	-1.23446771854595
