FW_Default	FW_LBM	FW_QBM	FW_NM	Direct	interior-point-convex	active-set
0	0.0028127726025781	0.00551870883642262	0.0055187088364226	9.28228444700037e-12	1.20935362574521e-19	0.102213174379434
0	0	0	0	9.47068153547307e-13	-6.45215928818847e-17	0.0787657802900593
0.430030918134158	0.426588201169772	0.422286407778416	0.422286407778416	0.425664484899161	0.425664485265937	0.0786618852804341
0.286866514316441	0.28678141651815	0.286918738170492	0.286918738170492	0.287907088718903	0.28790708865861	-0.145008718592599
0	0	0	0	4.45660151672011e-12	6.09418681596588e-17	-0.0131649358719192
0.283102567549402	0.2838176097095	0.28527614521467	0.28527614521467	0.286428425701193	0.286428426075454	0.0383925845380333
0	0	0	0	4.14572359816931e-12	-7.43071017762316e-17	0.165143779388254
1	1	1	1	1	1	-0.0369924579645308
0	0	0	0	6.62225079111968e-10	-1.95180907235863e-19	-0.17548008723308
1	1	1	1	1	1	-0.00447807811565536
