Q,q,P
																																																																																																			
0.5079	-0.03065	-0.05474	0.01568	-0.03922	0.002784	-0.07043	-0.004149	0.002568	-0.03382	-0.003005	0.001359	-0.04572	-0.01502	0.02937	0.01891	-0.0569	-0.02287	-0.05095	0.005085	0.03567	-0.02507	-0.03518	-0.02798	-0.005682	-0.04594	0.001097	-0.0146	0.03122	-0.04385	0.004926	-0.04035	-0.005178	0.008444	0.06644	0.01106	0.02181	-0.05708	0.001495	-0.01982	-0.0128	-0.00765	0.003334	0.04183	-0.01439	-0.01209	-0.007497	0.05497	-0.003899	0.01503	-0.01501	-0.02213	-0.04368	-0.01919	0.03609	0.0083	-0.05955	0.02292	-0.03265	0.02861	0.05004	-0.04849	-0.02008	-0.05112	-0.01218	0.007483	-0.005753	-0.02786	-0.06092	0.01539	0.003424	0.02354	0.04555	-0.02779	0.001505	-0.04621	-0.043	-0.03353	0.0188	0.01939	-0.003489	-0.02219	-0.03464	0.02745	-0.04597	0.0301	0.006354	0.01596	0.007204	0.0277	0.003931	0.01805	0.02803	-0.006816	0.003473	0.009727	-0.03938	0.0151	-0.0163	0.01792
-0.03065	0.4666	0.02309	-0.04286	0.0258	0.007246	0.03719	-0.02569	-0.06528	-0.005467	0.03043	0.05778	-0.04887	0.01768	-0.0224	0.004231	-0.03188	0.03603	-0.008037	-0.01273	0.06004	-0.01364	-0.01615	-0.02834	0.02551	0.0486	0.008405	0.006457	-0.05028	-0.02056	0.04658	-0.003832	-0.009192	-0.009279	-0.02549	0.001155	-0.02435	-0.02905	-0.01748	-0.007659	-0.01223	-0.0398	0.005914	-0.002481	-0.00165	0.01699	-0.00887	0.04466	-0.0308	-0.0129	-0.01506	-0.02031	0.04856	0.06958	-0.001242	0.01022	-0.0221	0.02486	-0.01525	0.02529	0.02484	-0.006744	-0.01124	0.01412	-0.005338	-0.02252	-0.01218	0.01028	-0.01456	-0.03013	-0.01577	0.00307	-0.03491	-0.0393	0.01876	-0.0246	0.04203	-0.03183	-0.01717	-0.008772	0.01206	0.02248	0.02756	0.03007	-0.03041	0.05365	0.02247	-0.023	0.03572	-0.01172	0.01578	0.0002672	0.03807	-0.01107	0.01193	-0.002844	-0.01658	-0.02605	-0.007848	-0.0183
-0.05474	0.02309	0.4759	-0.03734	-0.01382	-0.04569	-0.009133	0.01602	0.03979	-0.0259	-0.0455	-0.043	0.01932	0.0293	-0.01141	0.01813	0.09138	0.01786	0.01003	0.01786	-0.0122	0.04356	-0.02048	0.001107	-0.01521	-0.0059	0.02874	-0.03351	-0.01452	-0.03416	-0.02858	-0.02088	-0.02063	0.006085	0.008488	0.01421	-0.01702	-0.0205	0.0103	0.004466	0.004029	0.02814	0.009084	0.001468	-0.002512	0.02587	0.01481	0.0381	0.01368	-0.04329	0.02446	0.04102	0.01985	-0.01459	-0.02623	-0.02604	-0.02727	-0.00613	-0.01073	-0.01397	-0.002876	-0.0204	-0.01375	0.04398	-0.006277	0.01102	-0.006265	-0.01394	0.0005628	-0.02291	-0.01474	-0.02621	0.02587	-0.009209	-0.007046	0.0462	-0.004119	0.03121	0.05461	-0.02407	0.01143	0.01287	-0.0121	-0.01319	-0.05723	-0.01328	-0.02178	0.05125	-0.02177	0.002899	0.02645	0.004396	0.03922	-0.0453	0.03705	0.06318	0.002021	0.005214	-0.04811	-0.01008
0.01568	-0.04286	-0.03734	0.5254	0.01363	-0.03364	-0.02408	-0.001486	0.014	0.03131	0.03014	-0.002092	0.03556	-0.02056	-0.01932	0.03892	0.02429	-0.06292	0.03307	-0.007122	-0.03658	0.005236	-0.0226	-0.02316	0.0244	-0.04666	-0.02028	0.06247	-0.01114	0.04583	-0.007101	-0.05574	0.0295	-0.01823	-0.008858	-0.02274	0.02093	0.03434	0.009488	0.002356	0.0178	-0.02903	-0.001814	-0.02305	-0.01068	-0.01402	0.008948	0.03403	-0.02667	0.01202	0.0002242	0.02248	0.02791	-0.03707	0.03837	0.006263	0.03895	0.03561	0.006788	0.02476	-0.02345	0.001455	0.01514	-0.05265	-0.02569	0.03389	0.02244	0.009306	0.03785	0.05394	0.008595	-0.06211	0.009303	-0.01416	-0.004269	-0.01154	0.001319	-0.02173	0.005397	-0.01029	0.01609	0.01005	-0.008634	-0.0437	-0.02774	0.007844	8.243e-05	0.03853	0.01679	0.01855	-0.01764	-0.01806	0.009012	-0.007425	-0.009426	-0.03002	-0.008759	0.06915	0.006563	-0.008906
-0.03922	0.0258	-0.01382	0.01363	0.5175	-0.002058	0.01844	-0.04889	-0.03691	0.003407	0.01094	0.058	-0.01083	0.02812	-0.07599	-0.006159	0.002722	-0.01489	0.00283	-0.03744	0.02852	0.002413	0.02253	0.02042	0.01971	-0.00261	0.01024	0.07425	0.0005355	0.001234	-0.04139	0.02779	0.0115	-0.03159	-0.05642	-0.0119	0.02252	0.04287	-0.01142	-0.03265	0.007941	-0.005937	0.04058	0.01481	-0.006816	-0.07151	-0.03091	0.0131	0.02771	-0.01368	0.003791	0.02436	-0.03596	0.07682	0.01271	0.001705	0.04215	-0.05492	0.04777	0.02768	-0.02497	-0.03611	-0.03586	-0.01854	0.0221	0.01036	-0.0159	-0.03455	0.01797	-0.02472	0.03966	-0.009855	0.01723	-0.01162	0.05301	0.03697	-0.02217	0.009397	0.03832	0.01398	-0.01387	-0.04143	-0.003816	-0.05091	0.02258	0.0047	-0.007923	0.0049	-0.03797	-0.02694	0.0006615	-0.02375	0.01217	-0.02026	-0.01163	-0.01548	0.01273	-0.005541	-0.05065	0.01092
0.002784	0.007246	-0.04569	-0.03364	-0.002058	0.4127	-0.01967	0.01215	-0.06759	0.007865	-0.01574	0.0341	-0.0008949	-0.03568	-0.007567	0.02047	-0.0009849	-0.03094	-0.05719	-0.03078	0.01823	-0.007625	0.01718	-0.007441	-0.006117	0.008487	-0.01797	-0.06335	0.05131	0.008831	-0.02274	0.03553	-0.02197	-0.01114	0.01003	-0.0298	-0.008768	-0.009718	0.003451	0.02119	-0.01673	-0.01935	-0.01392	0.003292	0.02425	0.004726	-0.03822	0.02931	-0.02512	0.00248	-0.03037	0.02967	0.01331	-0.05756	0.03356	0.01149	-0.03643	-0.003003	0.01609	-0.0003691	-0.006777	-0.03074	0.04331	-0.02914	-0.01938	0.002215	-0.0201	-0.002948	-0.04543	-0.01998	0.009727	0.004383	-0.002194	-0.01236	-0.02259	-0.04124	0.02118	0.004808	-0.02305	0.04742	-0.008918	0.02613	0.03005	-0.03489	0.03127	-0.0324	0.02452	0.03044	-0.02572	0.005154	0.06143	-0.001167	0.009272	0.0473	0.02403	0.008047	0.01791	-0.003389	0.0118	0.01249
-0.07043	0.03719	-0.009133	-0.02408	0.01844	-0.01967	0.491	-0.01516	-0.001181	-0.02678	0.0152	0.02062	-0.001357	0.04248	-0.05902	0.0147	-0.0009975	-0.0377	0.03368	0.04794	-0.0004617	0.004019	0.0125	-0.01341	0.02682	0.02151	-0.0133	0.04312	-0.00964	-0.02369	-0.02728	0.04204	0.02631	0.01268	0.01194	-0.002094	0.001137	-0.02511	0.008621	0.002696	0.0231	0.009477	-0.02489	-0.03887	0.02101	0.026	-0.07147	0.0314	0.00239	0.0227	0.04162	-0.01073	-0.005988	0.01315	-0.01357	-0.04344	-0.01668	-0.03374	-0.003481	0.01407	-0.00932	-0.03153	0.01859	0.03381	-0.05553	0.001285	0.02111	-0.007841	0.006001	-0.0006105	-0.008572	0.002988	-0.02342	-0.01821	-0.02254	-0.01365	-0.008582	-0.0281	0.00624	0.01667	0.04463	-0.009588	-0.01538	0.06134	0.03932	0.007907	-7.261e-05	0.003677	-0.05907	-0.01024	-0.02404	0.0333	-0.0211	0.01841	0.01711	-0.006631	0.02585	-0.02961	0.008868	0.004593
-0.004149	-0.02569	0.01602	-0.001486	-0.04889	0.01215	-0.01516	0.4625	-0.05297	-0.007777	0.01968	-0.02053	0.01342	0.0001136	0.02558	0.0268	0.003025	-0.01717	-0.005946	0.002627	0.0277	0.02641	-0.009451	0.008588	-0.05065	0.01846	0.01448	-0.05178	-0.005834	0.001141	-0.02356	-0.006605	0.02249	-0.01386	0.02263	0.04949	0.007573	-0.004774	0.01447	-0.01447	-0.01425	0.05551	-0.04037	0.0385	0.008839	-0.04949	0.01205	-0.0007363	-0.06916	0.02083	0.02247	0.07033	0.001765	-0.05549	0.03144	0.01474	0.02745	-0.02671	0.02853	-0.0297	-0.02636	-0.0249	0.01885	0.0006935	-0.03676	0.04352	0.01704	0.04377	-0.000124	-0.01416	0.006198	-0.008234	0.003946	-0.03136	0.01918	0.01661	0.0118	-0.004067	0.03132	-0.03874	0.0004054	-0.03064	0.02451	-0.01762	-0.03849	0.007323	0.04682	0.01169	0.001602	-0.004456	-0.0001323	0.005307	0.0128	0.007103	0.009871	-0.01033	-0.06305	-0.005178	-0.02958	-0.01176
0.002568	-0.06528	0.03979	0.014	-0.03691	-0.06759	-0.001181	-0.05297	0.4484	-0.05507	0.01997	0.02029	0.05094	0.003574	0.007059	-0.01966	-0.01632	0.06665	0.01146	0.01808	-0.007728	0.00507	0.03667	0.006166	-0.0201	-0.033	-0.008711	0.02308	-0.005596	0.001281	0.0201	0.02032	-0.02519	-0.02084	-0.008472	-0.005232	-0.00387	-0.006626	-0.01478	-0.02896	0.008642	0.03167	0.02138	0.02957	0.00918	0.01197	-0.004843	-0.003596	0.02136	-0.006586	-0.0004726	-0.00037	-0.03908	0.06937	0.01494	-0.0224	0.01871	-0.0005363	-0.005297	-0.03648	-0.02591	-0.008002	0.0006316	0.01502	0.01646	0.005479	-0.03279	-0.05386	0.02708	0.04246	-0.021	0.003025	-0.02779	-0.01269	-0.04107	-0.007456	-0.01409	-0.0097	-0.0294	-0.008039	0.03308	0.0006594	-0.02984	0.01126	0.009492	-0.02997	-0.04058	0.025	-0.04689	-0.009294	0.01289	-0.02322	-0.003767	-0.005823	-0.00456	0.02571	-0.02248	0.03384	0.01188	-0.01168
-0.03382	-0.005467	-0.0259	0.03131	0.003407	0.007865	-0.02678	-0.007777	-0.05507	0.4455	-0.001381	0.02541	-0.02352	-0.05456	-0.01249	-0.0005803	0.003642	-0.01907	0.01479	-0.003004	0.02522	0.01359	-0.02246	-0.03053	0.008865	0.06569	-0.03421	0.05437	-0.04485	0.001652	-0.02164	-0.02419	-0.005676	0.01312	-0.03636	-0.006183	-0.005353	0.01097	0.00149	-0.0448	0.0157	0.01619	-0.05376	0.01655	0.05423	0.003216	-0.01423	-0.04899	0.00491	-0.01586	-0.01749	-0.02841	0.02905	0.01735	0.03485	-0.03708	-0.01193	-0.02994	-0.02356	0.01479	0.01367	-0.003394	0.01058	-0.03711	0.02004	-0.01576	0.02872	0.02072	0.03499	-0.002651	0.01302	-0.01368	-0.008326	0.05224	-0.02598	-0.0009107	0.01642	-0.01099	0.02353	-0.006565	-0.002437	0.05039	-0.0155	0.01278	-0.0816	0.01385	-0.001624	0.02447	0.01874	-0.02335	0.001938	-0.005832	-0.0747	0.009126	-0.02785	0.001799	0.0241	0.02666	0.03817	-0.03469
