FW_Default	FW_LBM	FW_QBM	FW_NM	Direct	interior-point-convex	active-set
0	0.00170964290142059	0	0	1.96513258134277e-15	-7.2841795052777e-17	NaN
0	0.00170964290142059	0	0	7.36243172756431e-16	8.96417468080974e-18	NaN
0	0	0	0	7.50606179929005e-16	-1.52843518003734e-16	NaN
0.0888888888888889	0.1274765625	0.129585725155637	0.129585725155638	0.134936446685767	0.134937151269273	NaN
0	0.00170964290142059	0	0	4.34628339788792e-15	1.30306217003375e-33	NaN
0	0	0	0	8.8843348941829e-16	1.46907017612472e-17	NaN
0	0	0	0	1.76260222635279e-14	-4.95529126749983e-18	NaN
0	0	0	0	5.95880241601012e-16	2.05287556859131e-18	NaN
0	0	0	0	1.24055121020892e-13	-6.41208977502016e-18	NaN
0	0	0	0	1.58222492679046e-15	-2.18872252999793e-18	NaN
0	0	0	0	1.48167546226212e-15	-5.18416283159981e-18	NaN
0	0	0	0	6.39050293293279e-16	-6.5884958603458e-18	NaN
0	0	0	0	1.58634181761639e-15	9.77400408643605e-18	NaN
0	0	0	0	7.74799049604806e-16	-6.51501218430936e-19	NaN
0	0	0	0	1.93234806168486e-14	5.88748604552162e-17	NaN
0	0	0	0	1.71712467710349e-14	4.07904533717521e-18	NaN
0.288888888888889	0.15775224609375	0.187459404462617	0.187459404462617	0.136672825419679	0.13667268758608	NaN
0	0	0	0	5.10926623206587e-15	4.54839499258361e-18	NaN
0	0	0	0	6.51704559072165e-16	-8.64487389828007e-18	NaN
0	0	0	0	8.24053055110759e-16	9.60363862675115e-18	NaN
0	0	0	0	9.77985374157843e-15	-3.36295934509558e-17	NaN
0	0	0	0	1.32694780920979e-15	-1.57701725679464e-17	NaN
0	0	0	0	1.84939310418053e-15	1.69801265893406e-17	NaN
0	0	0	0	6.41708659328718e-16	-1.11240944400698e-17	NaN
0	0	0	0	9.42482947486926e-16	5.51341428046744e-18	NaN
0.155555555555556	0.217124648480415	0.313295052069699	0.313295052069699	0.21404566487114	0.214045943619878	NaN
0	0	0	0	8.37241062309187e-15	1.25841411472452e-17	NaN
0	0	0	0	2.47184205843424e-15	6.92528200338503e-18	NaN
0	0	0	0	5.81849803675893e-16	5.91865095363403e-18	NaN
0	0	0	0	7.791675924019e-15	1.85574745910675e-17	NaN
0	0	0	0	3.81391376367487e-15	-2.21221594027832e-17	NaN
0	0	0	0	9.36739026241623e-16	-1.28978015471153e-17	NaN
0	0	0	0	6.16972670620895e-16	-1.09864801092321e-17	NaN
0	0	0	0	6.67901158465661e-14	-1.60899870268246e-17	NaN
0	0	0	0	6.33653453613612e-16	3.68283862187385e-17	NaN
1	0.998290357098579	1	1	0.999999999999967	1	NaN
0	0	0	0	6.07183092408379e-16	3.74233353367822e-17	NaN
0	0	0	0	6.57108305198341e-16	-5.90494214904921e-18	NaN
0	0	0	0	5.82269817449701e-15	-6.93504108733081e-17	NaN
0	0	0	0	2.51548554040119e-06	5.91786522320586e-17	NaN
0	0	0	0	1.03759235914065e-15	3.43904912933033e-17	NaN
0.333333333333333	0.339999400024414	0.288847139544432	0.288847139544432	0.347518062106117	0.347518822304182	NaN
0	0	0	0	9.65892381184601e-16	1.62802794756698e-17	NaN
0	0	0	0	5.59896494207611e-16	1.17400278737009e-16	NaN
0	0	0	0	8.45069457840841e-16	2.97000130843525e-17	NaN
0	0	0	0	1.10217990625175e-15	2.68802204469644e-17	NaN
0	0	0	0	6.37220390918776e-16	-1.82688774020186e-17	NaN
0	0	0	0	1.3540039169819e-15	-3.09772439990802e-18	NaN
0	0	0	0	1.949761154765e-15	3.36970683507857e-17	NaN
0	0	0	0	1.11429969253631e-15	-2.48699519123104e-17	NaN
0	0	0	0	1.74080304614613e-15	1.31863358877714e-17	NaN
0	0	0	0	2.04723545040146e-14	-5.37820306570382e-17	NaN
0	0	0	0	4.92393812129492e-15	1.130412195009e-16	NaN
0	0	0	0	6.60319878377866e-16	1.97238452786592e-17	NaN
0	0	0	0	9.38943948689692e-16	5.55004282557279e-17	NaN
0	0	0	0	7.8683330638451e-16	-1.12681353934761e-17	NaN
0	0	0	0	9.85389970174114e-16	3.31134173318851e-17	NaN
0	0	0	0	6.37374962317247e-16	4.07384749482188e-17	NaN
0	0	0	0	5.3844630708422e-16	8.08631367848613e-18	NaN
0	0	0	0	1.58534582529331e-15	-1.77515847387159e-17	NaN
0	0	0	0	1.63607088192551e-15	5.00037292263772e-17	NaN
0.4	0.460226210980415	0.442880777225337	0.442880777225337	0.493364399347939	0.49336456952014	NaN
0	0	0	0	2.74208631961602e-15	9.39794844990924e-17	NaN
0	0	0	0	5.75506041019378e-16	-2.85796408754653e-18	NaN
0	0	0	0	1.35247206670072e-15	8.88291344205062e-17	NaN
0	0	0	0	9.90136475459746e-16	-1.27509531604044e-17	NaN
0	0	0	0	1.02767730144517e-15	5.85007014946102e-17	NaN
0	0	0	0	6.19349793507665e-15	1.59649979123722e-16	NaN
0	0	0	0	6.58663318956866e-16	-1.05841603610772e-17	NaN
0	0	0	0	1.19122950522834e-15	1.01711439178161e-17	NaN
0	0	0	0	1.80564270582607e-15	4.91344049242004e-17	NaN
0.422222222222222	0.31368974609375	0.268272083230231	0.268272083230232	0.303497310851352	0.303498082806666	NaN
0	0	0	0	7.04862031227041e-16	-9.88139544013173e-17	NaN
0	0	0	0	6.14518384099769e-15	1.09724688717852e-16	NaN
0	0	0	0	2.77268260920206e-15	-3.81619235906479e-18	NaN
0	0	0	0	1.96964249395779e-15	1.95312362065479e-17	NaN
0	0	0	0	9.16207293793472e-16	-5.14378994238027e-17	NaN
0	0	0	0	2.19229366764239e-15	-2.56229306720692e-17	NaN
0	0	0	0	4.47899744227204e-14	5.897429183464e-19	NaN
0	0	0	0	2.8784873065119e-15	-6.50505423410099e-17	NaN
0.311111111111111	0.380311900024414	0.369659818312047	0.369659818312046	0.369962775232038	0.369962742893776	NaN
0	0	0	0	6.31076432394779e-16	-3.50054286350891e-17	NaN
0	0	0	0	1.30158702486145e-15	-5.05653965609229e-17	NaN
0	0	0	0	1.87649249634165e-15	2.13953546515592e-17	NaN
0	0	0	0	2.13544828101457e-15	-2.55092410710376e-17	NaN
0	0	0	0	8.18003673244366e-16	4.06220511421214e-17	NaN
0	0	0	0	1.00189720515696e-15	1.04879784695248e-16	NaN
0	0	0	0	1.44797123100849e-15	2.77536881460338e-17	NaN
0	0	0	0	2.05410099146358e-15	-3.61174514527766e-17	NaN
0	0	0	0	8.71483929396937e-16	2.53825332564359e-18	NaN
0	0	0	0	6.23296842316701e-16	2.76967294623132e-19	NaN
0	0	0	0	1.40477018142515e-15	-2.83390464429388e-17	NaN
0	0	0	0	1.05004663788913e-15	-1.46437068143222e-17	NaN
0	0	0	0	6.94916972546281e-16	-1.20800879453054e-17	NaN
0	0	0	0	5.70102583350373e-16	2.09703605825246e-17	NaN
0	0	0	0	1.13615189119386e-15	-1.68999556070015e-17	NaN
0	0	0	0	7.68290740855308e-16	-2.26057326554463e-17	NaN
0	0	0	0	6.8746370562512e-16	-3.79153184664286e-17	NaN
0	0	0	0	1.05271920076342e-15	-1.19040331827276e-17	NaN
0	0	0	0	2.37541384283177e-15	2.61412885413466e-17	NaN
